timestamp,test-class,test-method,time,description,result
"2022-05-31 21:08:26.659","acme.testing.inventor.huster.InventorHusterUpdateTest","negativeTest",11091,""[12] itemRecordIndex=14, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/01 00:00, endPeriod=2022/07/10 00:00, provision=EUR -15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 21:08:38.168","acme.testing.inventor.huster.InventorHusterUpdateTest","negativeTest",11095,""[13] itemRecordIndex=14, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/01 00:00, endPeriod=2022/07/10 00:00, provision=BTC 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 21:08:48.51","acme.testing.inventor.huster.InventorHusterListTest","positiveTest",9127,""[1] itemRecordIndex=14, recordIndex=0, code=po01-220529, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/05/01 00:00, endPeriod=2022/05/10 00:00, provision=EUR 15,000.00"","OK"
"2022-05-31 21:08:59.269","acme.testing.inventor.huster.InventorHusterShowTest","positiveTest",9495,""[1] itemRecordIndex=14, recordIndex=0, code=po01-220529, creationMoment=2022/05/01 00:00, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/05/01 00:00, endPeriod=2022/05/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 21:08:59.627","acme.testing.inventor.huster.InventorHusterShowTest","negativeTest",3,""negativeTest()"","OK"
"2022-05-31 21:08:59.995","acme.testing.inventor.huster.InventorHusterShowTest","hackingTest",1,""hackingTest()"","OK"
"2022-05-31 21:09:15.248","acme.testing.inventor.huster.InventorHusterCreateTest","positiveTest",13966,""[1] itemRecordIndex=17, recordIndex=0, code=po21-220531, themes=Prueba huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/01 00:00, endPeriod=2022/07/12 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 21:09:29.175","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",13570,""[1] itemRecordIndex=22, recordIndex=0, code=null, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/01 00:00, endPeriod=2022/07/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 21:09:42.156","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",12585,""[2] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=null, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/01 00:00, endPeriod=2022/07/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 21:09:54.496","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",11982,""[3] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=Primer huster, statement=null, starPeriod=2022/07/01 00:00, endPeriod=2022/07/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 21:10:06.798","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",11963,""[4] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=null, endPeriod=2022/07/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 21:10:19.651","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",12491,""[5] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/01 00:00, endPeriod=null, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 21:10:32.145","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",12095,""[6] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/01 00:00, endPeriod=2022/07/10 00:00, provision=null, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 21:10:44.779","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",12271,""[7] itemRecordIndex=22, recordIndex=0, code=po22-220401, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/01 00:00, endPeriod=2022/07/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 21:10:57.778","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",12616,""[8] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/01 00:00, endPeriod=2022/07/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 21:11:10.304","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",12181,""[9] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=Primer huster, statement=texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto, starPeriod=2022/07/01 00:00, endPeriod=2022/07/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 21:11:22.887","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",12208,""[10] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/05/01 00:00, endPeriod=2022/07/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 21:11:35.343","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",12110,""[11] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/01 00:00, endPeriod=2022/02/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 21:11:48.037","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",12347,""[12] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/01 00:00, endPeriod=2022/07/10 00:00, provision=EUR -15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 21:12:00.321","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",11949,""[13] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/01 00:00, endPeriod=2022/07/10 00:00, provision=BTC 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 21:12:14.923","acme.testing.inventor.huster.InventorHusterCreateTest","hackingTest",14222,""hackingTest()"","OK"
"2022-05-31 21:12:26.54","acme.testing.inventor.huster.InventorHusterDeleteTest","positiveTest",10515,""[1] itemRecordIndex=14, recordIndex=0, code=po01-220529, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/05/01 00:00, endPeriod=2022/05/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-05-31 21:12:36.086","acme.testing.inventor.huster.InventorHusterDeleteTest","negativeTest",9207,""[1] itemRecordIndex=16"","OK"
