timestamp,test-class,test-method,time,description,result
"2022-06-01 12:41:04.429","acme.testing.inventor.huster.InventorHusterUpdateTest","negativeTest",12980,""[10] itemRecordIndex=14, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/05/01 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-01 12:41:17.069","acme.testing.inventor.huster.InventorHusterUpdateTest","negativeTest",12165,""[11] itemRecordIndex=14, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/01 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-01 12:41:31.043","acme.testing.inventor.huster.InventorHusterUpdateTest","negativeTest",13469,""[12] itemRecordIndex=14, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR -15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-01 12:41:44.533","acme.testing.inventor.huster.InventorHusterUpdateTest","negativeTest",13036,""[13] itemRecordIndex=14, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=BTC 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-01 12:41:57.267","acme.testing.inventor.huster.InventorHusterListTest","positiveTest",10730,""[1] itemRecordIndex=14, recordIndex=0, code=po01-220529, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/05/01 00:00, endPeriod=2022/05/10 00:00, provision=EUR 15,000.00"","OK"
"2022-06-01 12:42:09.519","acme.testing.inventor.huster.InventorHusterShowTest","positiveTest",10730,""[1] itemRecordIndex=14, recordIndex=0, code=po01-220529, creationMoment=2022/05/01 00:00, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/05/01 00:00, endPeriod=2022/05/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-01 12:42:10.01","acme.testing.inventor.huster.InventorHusterShowTest","negativeTest",6,""negativeTest()"","OK"
"2022-06-01 12:42:10.516","acme.testing.inventor.huster.InventorHusterShowTest","hackingTest",1,""hackingTest()"","OK"
"2022-06-01 12:42:28.032","acme.testing.inventor.huster.InventorHusterCreateTest","positiveTest",15949,""[1] itemRecordIndex=17, recordIndex=0, code=po21-, themes=Prueba huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-01 12:42:42.566","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",14080,""[1] itemRecordIndex=22, recordIndex=0, code=null, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-01 12:42:56.337","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",13336,""[2] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=null, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-01 12:43:09.849","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",13093,""[3] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=Primer huster, statement=null, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-01 12:43:24.017","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",13604,""[4] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=null, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-01 12:43:38.091","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",13614,""[5] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=null, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-01 12:43:51.992","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",13402,""[6] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=null, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-01 12:44:06.356","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",13906,""[7] itemRecordIndex=22, recordIndex=0, code=po22-220401, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-01 12:44:20.027","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",13206,""[8] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-01 12:44:35.098","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",14607,""[9] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=Primer huster, statement=texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-01 12:44:51.243","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",15562,""[10] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/05/01 00:00, endPeriod=2022/07/17 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-01 12:45:05.701","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",13966,""[11] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/02/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-01 12:45:20.346","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",14184,""[12] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=EUR -15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-01 12:45:35.192","acme.testing.inventor.huster.InventorHusterCreateTest","negativeTest",14353,""[13] itemRecordIndex=22, recordIndex=0, code=po22-220531, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/07/08 00:00, endPeriod=2022/07/17 00:00, provision=BTC 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-01 12:45:51.224","acme.testing.inventor.huster.InventorHusterCreateTest","hackingTest",15510,""hackingTest()"","OK"
"2022-06-01 12:46:06.499","acme.testing.inventor.huster.InventorHusterDeleteTest","positiveTest",13467,""[1] itemRecordIndex=14, recordIndex=0, code=po01-220529, themes=Primer huster, statement=Esta es una entidad creada para el Control Check de DP, starPeriod=2022/05/01 00:00, endPeriod=2022/05/10 00:00, provision=EUR 15,000.00, additionalInfo=https://www.twitch.tv"","OK"
"2022-06-01 12:46:17.988","acme.testing.inventor.huster.InventorHusterDeleteTest","negativeTest",10983,""[1] itemRecordIndex=16"","OK"
